num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status
151,0,0,146,3,2,0,0,0,388
155,5,0,152,2,0,1,0,0,389
109,13,0,104,5,0,0,0,0,390
117,16,0,104,11,2,0,0,0,391
112,7,0,101,11,0,0,0,0,392
132,3,0,123,5,4,0,0,0,393
149,3,0,142,5,2,0,0,0,394
274,9,0,260,11,2,1,0,0,395
195,95,5,162,30,0,3,0,0,396
138,25,2,125,11,2,0,0,0,397
627,266,8,519,105,2,0,1,0,398
289,23,0,279,7,3,0,0,0,399
209,10,0,204,4,1,0,0,0,400
162,75,6,145,16,0,1,0,0,401
265,11,0,259,6,0,0,0,0,402
301,10,0,294,6,1,0,0,0,403
213,5,0,209,4,0,0,0,0,404
210,3,0,206,4,0,0,0,0,405
408,11,0,393,9,6,0,0,0,406
223,6,0,215,7,1,0,0,0,407
359,4,0,353,5,1,0,0,0,408
535,2,0,485,27,0,0,23,0,409
362,10,0,354,8,0,0,0,0,410
266,165,10,215,42,3,4,2,0,411
156,2,0,151,5,0,0,0,0,412
110,21,0,102,6,1,1,0,0,413
446,6148,120,352,80,7,5,0,2,414
102,1,0,102,0,0,0,0,0,415
161,6,0,158,3,0,0,0,0,416
279,8,0,273,6,0,0,0,0,417
288,6,0,281,5,2,0,0,0,418
230,8,0,221,8,1,0,0,0,419
271,12,0,262,6,3,0,0,0,420
113,2,1,107,3,2,0,1,0,421
256,103,16,205,47,1,2,0,1,422
306,4,0,301,3,2,0,0,0,423
566,10,0,548,4,14,0,0,0,424
186,1,1,184,0,2,0,0,0,425
135,9,2,118,10,4,2,1,0,426
174,195,3,146,18,5,4,1,0,427
171,84,4,159,10,2,0,0,0,428
373,8,0,365,5,3,0,0,0,429
403,5,0,392,8,3,0,0,0,430
139,14,0,138,1,0,0,0,0,431
148,16,5,146,1,1,0,0,0,432
270,8,0,265,4,1,0,0,0,433
343,8,0,334,7,1,1,0,0,434
254,5,0,252,2,0,0,0,0,435
304,9,6,298,5,1,0,0,0,436
437,6,0,433,4,0,0,0,0,437
412,4,2,399,13,0,0,0,0,438
183,11,0,175,6,2,0,0,0,439
353,8,2,342,9,1,1,0,0,440
144,14,1,142,2,0,0,0,0,441
905,10,5,876,21,8,0,0,0,442
151,19,2,129,18,2,1,1,0,443
276,4,0,264,8,3,1,0,0,444
227,3,4,218,8,1,0,0,0,445
340,1201,47,276,55,1,6,1,1,446
478,12,0,463,11,4,0,0,0,447
189,22,2,185,3,1,0,0,0,448
211,7,0,207,4,0,0,0,0,449
296,2,0,293,3,0,0,0,0,450
113,15,1,100,9,1,1,2,0,451
113,2,0,109,4,0,0,0,0,452
133,19,2,115,13,4,1,0,0,453
223,3,0,213,5,5,0,0,0,454
322,8,1,311,8,3,0,0,0,455
235,3,0,230,4,0,1,0,0,456
163,1,0,160,3,0,0,0,0,457
373,4,3,367,5,1,0,0,0,458
249,147,8,193,50,2,4,0,0,459
129,2,0,123,5,1,0,0,0,460
245,7,0,234,6,4,0,1,0,461
272,9,0,264,6,2,0,0,0,462
239,127,7,189,47,0,3,0,0,463
135,9,1,131,3,1,0,0,0,464
333,44,0,325,6,2,0,0,0,465
96,3,0,94,2,0,0,0,0,466
210,7,0,203,7,0,0,0,0,467
154,72,6,124,24,3,2,1,0,468
192,8,0,189,3,0,0,0,0,469
152,2,0,151,1,0,0,0,0,470
222,3,0,216,6,0,0,0,0,471
227,1,0,223,2,2,0,0,0,472
542,21,1,521,11,9,1,0,0,473
279,274,15,233,42,4,0,0,0,474
263,8,0,258,3,0,1,1,0,475
358,5498,94,294,57,1,5,1,0,476
65,4,1,65,0,0,0,0,0,477
190,11,1,182,5,3,0,0,0,478
320,4,1,309,10,1,0,0,0,479
266,8,0,254,9,3,0,0,0,480
452,19013,161,353,92,2,3,2,0,481
123,23,0,114,0,0,3,6,0,482
543,4661,178,397,136,2,6,1,1,483
278,8,0,267,9,2,0,0,0,484
445,432,27,315,124,2,3,0,1,485
196,7,8,190,2,4,0,0,0,486
607,383,52,446,159,1,0,0,1,487
180,4,0,166,12,2,0,0,0,488
236,8,0,228,8,0,0,0,0,489
93,2,1,90,3,0,0,0,0,490
48,6,0,47,1,0,0,0,0,491
245,169,37,205,33,5,2,0,0,492
225,12,29,222,2,1,0,0,0,493
133,4,2,128,5,0,0,0,0,494
170,11,2,159,11,0,0,0,0,495
304,13,0,294,9,1,0,0,0,496
150,5,0,148,1,1,0,0,0,497
387,8,0,375,9,3,0,0,0,498
564,20990,154,473,82,3,3,3,0,499
261,36,1,256,5,0,0,0,0,500
477,12,0,468,6,3,0,0,0,501
154,19,7,153,1,0,0,0,0,502
130,13,2,124,3,2,1,0,0,503
307,0,0,294,12,0,1,0,0,504
113,12,5,111,2,0,0,0,0,505
77,4,2,77,0,0,0,0,0,506
38,4,0,37,0,0,1,0,0,507
209,9,0,206,2,0,1,0,0,508
99,0,3,98,1,0,0,0,0,509
119,8,2,113,5,1,0,0,0,510
182,2,21,180,2,0,0,0,0,511
155,1,4,148,4,0,0,3,0,512
86,0,0,76,4,0,0,6,0,513
124,0,0,114,4,0,0,6,0,514
221,1,0,211,0,8,0,2,0,515
52,0,0,52,0,0,0,0,0,516
38,7,1,38,0,0,0,0,0,517
2,0,37,2,0,0,0,0,0,518
347,0,1,335,12,0,0,0,0,519
99,0,30,97,2,0,0,0,0,520
210,0,6,202,4,0,0,4,0,521
178,0,0,171,7,0,0,0,0,522
149,0,1,143,5,1,0,0,0,523
77,0,1,73,0,0,0,4,0,524
169,0,57,166,2,0,1,0,0,525
237,0,0,229,2,6,0,0,0,526
86,0,3,85,1,0,0,0,0,527
120,0,2,119,1,0,0,0,0,528
234,0,0,224,6,0,0,4,0,529
280,0,1,277,3,0,0,0,0,530
319,5,0,308,5,0,0,6,0,531
171,0,0,162,3,0,0,6,0,532
251,5,0,249,0,0,0,2,0,533
135,0,0,128,4,1,0,2,0,534
1,0,37,1,0,0,0,0,0,535
1,0,1,1,0,0,0,0,0,536
264,2,0,261,3,0,0,0,0,537
218,2,5,214,0,0,0,4,0,538
52,0,4,52,0,0,0,0,0,539
41,0,3,39,1,0,0,1,0,540
67,0,1,66,1,0,0,0,0,541
266,9,1,237,1,0,0,28,0,542
165,0,0,156,5,0,0,4,0,543
70,0,0,66,0,0,0,4,0,544
247,1,0,239,8,0,0,0,0,545
379,0,0,373,3,0,0,3,0,546
305,1,0,284,8,0,0,13,0,547
26,0,0,23,0,3,0,0,0,548
28,0,0,27,1,0,0,0,0,549
37,0,0,35,2,0,0,0,0,550
46,0,0,46,0,0,0,0,0,551
164,2,13,150,8,0,1,5,0,552
282,0,0,278,4,0,0,0,0,553
61,5,0,54,0,0,0,7,0,554
68,3,0,68,0,0,0,0,0,555
73,1,17,66,4,0,0,3,0,556
641,0,0,628,11,2,0,0,0,557
122,0,0,115,7,0,0,0,0,558
654,1,50,617,32,0,0,5,0,559
245,2,0,239,3,0,0,3,0,560
173,0,0,173,0,0,0,0,0,561
64,0,1,64,0,0,0,0,0,562
495,9,227,443,42,0,0,10,0,563
144,0,0,137,2,0,0,5,0,564
476,3,212,452,16,0,0,8,0,565
4,0,41,4,0,0,0,0,0,566
48,0,1,43,1,0,0,4,0,567
77,1,38,76,1,0,0,0,0,568
199,0,5,179,1,0,0,19,0,569
43,0,1,42,1,0,0,0,0,570
30,0,0,30,0,0,0,0,0,571
190,1,0,168,5,0,0,17,0,572
96,0,5,90,0,0,0,6,0,573
295,3,10,243,1,0,0,51,0,574
102,0,1,87,2,0,0,13,0,575
52,0,2,46,0,0,0,6,0,576
71,0,5,61,0,0,0,10,0,577
95,1,2,73,1,0,0,21,0,578
132,10,1,124,5,1,0,2,0,579
63,14,0,63,0,0,0,0,0,580
187,6,0,182,5,0,0,0,0,581
124,2,0,119,3,2,0,0,0,582
296,80,5,242,44,5,3,1,1,583
268,46,0,231,32,3,1,0,1,584
156,4,0,152,3,0,1,0,0,585
148,26,0,144,4,0,0,0,0,586
195,14,0,190,5,0,0,0,0,587
229,7,0,220,5,4,0,0,0,588
111,4,0,105,6,0,0,0,0,589
169,34,1,148,17,4,0,0,0,590
127,6,0,124,3,0,0,0,0,591
139,27,0,125,12,2,0,0,0,592
60,8,4,58,2,0,0,0,0,593
109,5,1,104,5,0,0,0,0,594
148,4,0,144,4,0,0,0,0,595
46,3,1,44,2,0,0,0,0,596
93,14,4,89,4,0,0,0,0,597
164,17,1,156,7,1,0,0,0,598
33,4,4,31,1,1,0,0,0,599
153,19,1,147,3,2,1,0,0,600
173,1,58,172,0,0,0,1,0,601
168,1,1,160,6,2,0,0,0,602
51,10,1,51,0,0,0,0,0,603
198,4,6,193,4,0,1,0,0,604
44,3,7,44,0,0,0,0,0,605
43,4,12,41,1,1,0,0,0,606
105,3,3,101,3,1,0,0,0,607
272,5,4,265,4,3,0,0,0,608
148,9,6,143,2,3,0,0,0,609
91,13,14,86,2,3,0,0,0,610
188,26,3,166,19,1,2,0,0,611
60,3,0,56,1,3,0,0,0,612
110,2,0,107,2,0,1,0,0,613
101,6,0,99,1,1,0,0,0,614
122,18,20,120,1,1,0,0,0,615
105,4,1,102,2,1,0,0,0,616
56,1,0,54,1,1,0,0,0,617
219,5,0,213,6,0,0,0,0,618
87,1,1,83,2,2,0,0,0,619
109,3,0,105,2,2,0,0,0,620
50,1,1,49,1,0,0,0,0,621
173,16,0,156,17,0,0,0,0,622
101,1,0,100,1,0,0,0,0,623
105,8,2,97,7,0,1,0,0,624
89,4,1,84,5,0,0,0,0,625
101,1,2,98,2,1,0,0,0,626
90,4,1,88,1,0,0,1,0,627
113,27,0,102,11,0,0,0,0,628
126,6,2,120,5,1,0,0,0,629
441,31,2,423,13,2,3,0,0,630
302,186,3,244,50,2,4,1,1,631
185,40,2,171,12,2,0,0,0,632
155,33,0,138,16,0,0,0,1,633
177,7,1,173,2,2,0,0,0,634
309,102,1,260,43,5,1,0,0,635
326,2,1,319,7,0,0,0,0,636
265,6,0,259,6,0,0,0,0,637
199,8,1,193,4,1,1,0,0,638
226,93,3,203,20,3,0,0,0,639
129,5,0,127,2,0,0,0,0,640
63,11,1,61,2,0,0,0,0,641
185,1,0,180,3,2,0,0,0,642
54,0,0,53,1,0,0,0,0,643
167,4,0,164,3,0,0,0,0,644
53,3,0,51,2,0,0,0,0,645
352,4,0,348,3,1,0,0,0,646
185,3,1,178,6,1,0,0,0,647
198,30,3,152,42,0,3,0,1,648
59,1,0,56,1,1,1,0,0,649
49,1,0,48,1,0,0,0,0,650
126,4,1,122,3,1,0,0,0,651
120,1,1,117,3,0,0,0,0,652
180,120,0,145,33,0,2,0,0,653
85,0,0,79,5,1,0,0,0,654
230,6,0,222,6,2,0,0,0,655
248,52,1,206,39,2,0,0,1,656
297,8,0,292,3,2,0,0,0,657
158,6,0,153,4,1,0,0,0,658
124,3,0,121,3,0,0,0,0,659
213,1,0,208,5,0,0,0,0,660
114,0,20,113,1,0,0,0,0,661
182,10,0,179,3,0,0,0,0,662
178,14,1,173,3,2,0,0,0,663
166,0,0,162,3,1,0,0,0,664
143,5,0,139,3,1,0,0,0,665
170,3,17,169,1,0,0,0,0,666
196,5,0,192,3,1,0,0,0,667
103,0,0,101,2,0,0,0,0,668
114,11,0,102,11,0,1,0,0,669
136,6,0,131,2,1,2,0,0,670
53,3,1,52,1,0,0,0,0,671
63,0,3,62,1,0,0,0,0,672
150,14,0,141,9,0,0,0,0,673
154,8,0,153,1,0,0,0,0,674
114,21,0,111,3,0,0,0,0,675
139,4,0,135,4,0,0,0,0,676
96,1,0,94,2,0,0,0,0,677
177,15,0,174,3,0,0,0,0,678
320,6,60,318,2,0,0,0,0,679
336,154,111,328,4,3,1,0,0,680
54,2,4,54,0,0,0,0,0,681
74,1,0,74,0,0,0,0,0,682
79,2,0,78,0,1,0,0,0,683
50,10,0,50,0,0,0,0,0,684
183,13,0,180,3,0,0,0,0,685
73,12,0,72,1,0,0,0,0,686
103,15,0,101,2,0,0,0,0,687
90,2,0,90,0,0,0,0,0,688
124,13,2,122,0,2,0,0,0,689
90,14,0,90,0,0,0,0,0,690
303,11,0,297,4,2,0,0,0,691
309,10,0,300,2,0,7,0,0,692
220,52,1,193,25,0,1,1,0,693
126,0,1,125,1,0,0,0,0,694
